1,0.011182121990714222,9.656898328103125e-05,0.0017823300149757415
1,4.318801802583039e-05,3.291599568910897e-05,3.3966003684327006e-05
1,2.7264002710580826e-05,1.8844002624973655e-05,1.7352023860439658e-05
1,2.16810149140656e-05,9.704002877697349e-06,1.9251019693911076e-05
1,2.5385990738868713e-05,1.8552003894001245e-05,1.5505007468163967e-05
2,3.850800567306578e-05,0.0013853569980710745,0.0015831909840926528
2,1.5060999430716038e-05,6.499598384834826e-05,0.00015328501467593014
2,1.873000292107463e-05,7.91100028436631e-05,4.797501605935395e-05
2,1.3648008462041616e-05,0.00023415300529450178,4.184001591056585e-05
2,1.4833989553153515e-05,6.423500599339604e-05,5.1278009777888656e-05
4,4.642602289095521e-05,0.0004928259877488017,0.000220308022107929
4,4.662800347432494e-05,0.0004788810038007796,0.00021793702035211027
4,7.568200817331672e-05,0.0004040400090161711,0.00021727802231907845
4,4.685801104642451e-05,0.00040565800736658275,0.0002807420096360147
4,4.638198879547417e-05,0.00044440198689699173,0.00027259899070486426
8,0.0002766780089586973,0.003191519994288683,0.0018072779930662364
8,0.0004236069798935205,0.003937590023269877,0.002342697000131011
8,0.0003342379932291806,0.0034436379792168736,0.0017272200202569366
8,0.0003298250085208565,0.0032187300093937665,0.0015830170013941824
8,0.00033346700365655124,0.003601358999731019,0.0017650509835220873
16,0.003643376025138423,0.02544970199232921,0.00972121799713932
16,0.0024896570248529315,0.0232094390084967,0.00954829400870949
16,0.0021361959807109088,0.020454368990613148,0.009745718009071425
16,0.0023213379899971187,0.020685769006377086,0.009669793013017625
16,0.002088102017296478,0.01997763101826422,0.009624872007407248
32,0.01632261901977472,0.19214148298487999,0.08220499398885295
32,0.01676746000885032,0.3266094089776743,0.2327203770109918
32,0.04836447298293933,0.14663614399614744,0.070310237002559
32,0.017261172994039953,0.15117224797722884,0.07060992199694738
32,0.01648198501789011,0.1497075359802693,0.06678106699837372
64,0.1333481049805414,1.0238709689874668,0.500998425995931
64,0.13168211301672272,1.034659376979107,0.4726937399827875
64,0.14878734399098903,1.3270077209745068,0.4688279389811214
64,0.13111933300388046,1.0186728209955618,0.4749829260108527
64,0.13411294698016718,1.0442815299902577,0.5915982649894431
128,1.2296009340207092,7.478693960991222,3.5876937640132383
128,1.0393922250077594,7.7403713740059175,3.2701616669946816
128,1.343276819010498,7.455799567018403,3.5767151869949885
128,1.082785544975195,7.751638833986362,3.284233697981108
128,1.1636984439974185,7.603196097974433,3.748682571982499
256,9.044101670995587,54.06398475301103,87.3563800379925
256,9.164363981981296,53.134721543989144,24.480893680010922
256,8.917207913997117,53.127789432008285,24.35019657301018
256,8.67824079201091,53.01845941101783,24.280921855999622
256,9.057347456982825,53.36888437400921,24.30159718199866
512,70.79821704799542,362.43736805100343,163.74308699098765
512,71.48649502699845,360.2615172030055,161.08603604597738
512,68.8259471229976,354.2438841900148,164.33169040401117
512,68.15824038599385,352.0122375129722,160.60950713200145
512,66.9354441879841,353.1262043939787,160.26992716401583
1024,563.8013751629915,2446.6963038060057,1223.2016703090048

1,1.7537007806822658e-05,1.0076997568830848e-05,1.2213975423946977e-05
1,1.0307005140930414e-05,6.913993274793029e-06,8.695991709828377e-06
1,8.811999578028917e-06,5.163019523024559e-06,4.404981154948473e-06
1,8.105998858809471e-06,5.287001840770245e-06,4.4800108298659325e-06
1,7.558002835139632e-06,6.2489998526871204e-06,6.3029874581843615e-06
2,1.4133984223008156e-05,8.159800199791789e-05,6.094900891184807e-05
2,1.4204008039087057e-05,6.54420000500977e-05,5.3957977797836065e-05
2,1.4799006748944521e-05,7.683501462452114e-05,4.1539984522387385e-05
2,1.8641992937773466e-05,6.553001003339887e-05,4.059699131175876e-05
2,1.4481018297374249e-05,6.518798181787133e-05,3.885099431499839e-05
4,4.6401022700592875e-05,0.00045741000212728977,0.0002151189837604761
4,4.639002145268023e-05,0.0004245149902999401,0.0002117520198225975
4,4.704200546257198e-05,0.0004240080015733838,0.00021844200091436505
4,4.8838992370292544e-05,0.0004617139929905534,0.00021675301832146943
4,4.630599869415164e-05,0.00046256498899310827,0.00021262301015667617
8,0.00032624899176880717,0.0072171579813584685,0.001508326007751748
8,0.00029061699751764536,0.005459704989334568,0.0014335839950945228
8,0.0002909479953814298,0.0030376719951163977,0.0014892610197421163
8,0.0002939200203400105,0.0029491469904314727,0.005483444983838126
8,0.0002792529994621873,0.005564548016991466,0.005486826004926115
16,0.0021790770115330815,0.04351477499585599,0.0317759950121399
16,0.0021505290060304105,0.059379023005021736,0.01795328300795518
16,0.0024342130054719746,0.0445419579918962,0.021585472975857556
16,0.002151727007003501,0.04320631601149216,0.017898980004247278
16,0.002137573988875374,0.05614399301703088,0.030956985021475703
32,0.03411399098695256,0.308219860016834,0.1428496969747357
32,0.03216329601127654,0.33604358398588374,0.16825018601957709
32,0.031189311004709452,0.47777932399185374,0.22148262901464477
32,0.05265938598313369,0.45809122899663635,0.22547250500065275
32,0.07886388900806196,0.6300325040065218,0.14101066798320971
64,0.31955069201649167,2.1323165879875887,0.9268411119992379
64,0.25712461001239717,2.4394723910081666,0.9281218800169881
64,0.25539434599340893,2.7634343369863927,0.9205852820014115
64,0.26187520200619474,2.2741201820026617,1.2410390849981923
64,0.26463923801202327,2.149423005001154,0.9268230449815746
128,2.587362515012501,15.767980397999054,6.810613630019361
128,2.451318074017763,15.889554922003299,7.157990447012708
128,2.5860107129847165,16.012845118995756,6.888187710981583
128,2.349313890998019,16.615371260995744,8.14160096499836
128,2.392786725977203,15.986559858982218,6.84567930502817
256,19.088350035017356,112.70456223099609,48.846069731982425
256,18.33575842101709,112.16915855300613,49.32428202399751
256,18.717105450021336,111.76104749899241,48.845386793022044
256,18.43373109100503,111.67697821499314,49.35856804298237
256,17.9516595560126,110.97164359598537,48.69971567799803
